source,kind,format,spec,name,tags,creator,version,desc_len,personality_len,scenario_len,first_mes_len,system_prompt_len,phi_len,world_book,book_entries
50-创意库/素材库/社区参考/卷狗？/旅程/2444cb6222d9c4ff.png,card,png,chara_card_v3,扶弟魔的姐姐,,,,1028,0,0,2746,0,0,-----扶弟魔的姐姐,21
50-创意库/素材库/社区参考/卷狗？/旅程/3.png,card,png,chara_card_v3,喜欢扮演的女孩,,,,0,0,0,1548,0,0,__喜欢扮演的女孩,5
50-创意库/素材库/社区参考/卷狗？/旅程/4.png,card,png,chara_card_v3,中国队长,,,,182,0,0,0,0,0,_中国队长,37
50-创意库/素材库/社区参考/卷狗？/旅程/44ee3e58206221d5.png,card,png,chara_card_v3,绿奴娇妻,,,,0,0,0,345,0,0,！绿奴小粽和端午姐姐,7
50-创意库/素材库/社区参考/卷狗？/旅程/593eb61d685ce81c.png,card,png,chara_card_v3,虫族女皇,,,,3771,0,0,1656,0,0,虫族女皇,2
50-创意库/素材库/社区参考/卷狗？/旅程/7127e31138115715.png,card,png,chara_card_v3,被百合美少女牛了，但是偷到了出生点,,,,0,0,0,1140,0,0,一切战术转换家,20
50-创意库/素材库/社区参考/卷狗？/旅程/808aec71aec14656.png,card,png,chara_card_v3,带着女儿返乡,,,,0,0,0,1487,0,0,带着女儿返乡（美化版）,12
50-创意库/素材库/社区参考/卷狗？/旅程/8184b6dfa5744917.png,card,png,chara_card_v3,催眠美女老师,,,,1749,0,0,386,0,0,催眠美女教师,4
50-创意库/素材库/社区参考/卷狗？/旅程/83eb02ce316a44df.png,card,png,chara_card_v3,现在世界,,,,314,0,0,0,0,0,现在世界,31
50-创意库/素材库/社区参考/卷狗？/旅程/a57a93f3aec74729.png,card,png,chara_card_v3,头号玩家,,,,0,0,0,1241,0,0,性爱游戏,9
50-创意库/素材库/社区参考/卷狗？/旅程/b2265b3320860ea4.png,card,png,chara_card_v3,答疑区专用雨姐卡,,,,1714,0,0,3708,0,0,雨姐答疑,7
50-创意库/素材库/社区参考/卷狗？/旅程/c692de14d216538f.png,card,png,chara_card_v3,妖怪培育系统,人外，系统，养成,人寿银膜,1.0,208,0,0,1262,0,0,妖怪培育系统,9
50-创意库/素材库/社区参考/卷狗？/旅程/dec83aa5ba3a1625.png,card,png,chara_card_v3,在乱伦综艺里强肏偶像‘’女儿‘’,,,,310,0,0,3340,0,0,综艺大舞台是爸你就来,7
50-创意库/素材库/社区参考/卷狗？/旅程/v0.7.png,card,png,chara_card_v3,XP大全 - v0.7,,,,0,0,0,11,0,0,-XP大全 v0.7,275
50-创意库/素材库/社区参考/卷狗？/旅程/v0.72.png,card,png,chara_card_v3,奇怪的社团,,,,0,0,0,753,0,0,两个催眠社团不可能都想让我成为主人,43
50-创意库/素材库/社区参考/卷狗？/旅程/v1.0.png,card,png,chara_card_v3,我获得了月老的红绳v1.0,,,,19,0,0,3838,0,0,我获得了月老的红绳v1.0,16
50-创意库/素材库/社区参考/卷狗？/旅程/工具卡/12.png,card,png,chara_card_v3,珠矶,,,,350,0,0,1081,0,0,珠矶,39
50-创意库/素材库/社区参考/卷狗？/旅程/工具卡/5.png,card,png,chara_card_v3,萧谴写卡助手版,,,,173,0,0,1056,0,0,萧谴写卡助手v1.0,10
50-创意库/素材库/社区参考/卷狗？/类脑/1.6_2.png,card,png,chara_card_v3,卡琳典狱长1.6,,,,0,0,0,4835,0,0,卡琳典狱长1.6,16
50-创意库/素材库/社区参考/卷狗？/类脑/1.png,card,png,chara_card_v3,穿越小马，拉的就是大车,,,,0,0,0,2316,0,0,小马拉大车,19
50-创意库/素材库/社区参考/卷狗？/类脑/15_1.png,card,png,chara_card_v3,回响乐园1,,,,0,0,0,9,0,0,乐园回响NTL,150
50-创意库/素材库/社区参考/卷狗？/类脑/3.png,card,png,chara_card_v3,天渺大陆,,,,847,0,0,1186,0,0,天渺大陆2,111
50-创意库/素材库/社区参考/卷狗？/类脑/7729114c94bd5737.png,card,png,chara_card_v3,我的女友啾啾不可能这么淫乱！,,,,0,0,0,2127,0,0,鹿九九,7
50-创意库/素材库/社区参考/卷狗？/类脑/合家欢母猪丝袜隐奸隐欲.png,card,png,chara_card_v3,隐欲,,,,0,0,0,2144,0,0,隐欲 -苏韵柔，顾时薇，楚临月V3,15
50-创意库/素材库/美化/美化/双色盒子-深色.json,card,json,,双色盒子-深色,,,,0,0,0,0,0,0,,0
50-创意库/素材库/账号素材/账号/柒柒不染/云服酒馆/吉本学院（学生版）.png,card,png,chara_card_v3,吉本学院（学生版）,学园;超高自由度;学生;自由性行为;性课程;师生恋;情趣内衣;完全裸体;无需同意即可进行性行为;校园生活;{{user}}是学生,,1.0,1104,0,0,526,0,0,,0
50-创意库/素材库/账号素材/账号/柒柒不染/电子魅魔云酒馆/吉本学院（学生版）.png,card,png,chara_card_v2,吉本学院（学生版）,学园;超高自由度;学生;自由性行为;性课程;师生恋;情趣内衣;完全裸体;无需同意即可进行性行为;校园生活;{{user}}是学生;柒柒不染,,1.0,1105,0,0,526,0,0,,0
50-创意库/素材库/账号素材/账号/猫妖/【猫妖】抢你野怪和人头的夜苓.png,card,png,chara_card_v2,【猫妖】抢你野怪和人头的夜苓,少女;傲娇;恶劣;网络;游戏;变态;自恋狂,,,1444,363,28,116,64,0,,0
50-创意库/素材库/账号素材/账号/猫妖/什么故乡的百合花开？诶！你别扣我的豆豆啊！！！.png,card,png,chara_card_v3,什么故乡的百合花开？诶！你别扣我的豆豆啊！！！,百合;女同;夏橙;宁柒;BDSM;猫妖;纯爱;校园;姐妹恋;活泼可爱,@maoyaoyi ( 猫妖 ),1.0,2805,0,0,1096,0,0,,0
50-创意库/素材库/账号素材/账号/猫妖/兽耳娘小狗沈念汐.png,card,png,chara_card_v2,兽耳娘小狗沈念汐,,@maoyaoyi 猫妖,1.0,3851,0,0,900,0,0,兽耳娘小狗沈念汐,1
50-创意库/素材库/账号素材/账号/猫妖/因为记忆错乱，所以把你当成道士哥哥的涂山苏苏.png,card,png,chara_card_v3,因为记忆错乱，所以把你当成道士哥哥的涂山苏苏,狐妖小红娘;猫妖;涂山苏苏;白月初;NTL;狐妖;人妖;记忆错乱;傻白甜;人妖共存;再世续缘;苦情树,猫妖 ( @maoyaoyi ),1.0,711,0,0,924,0,0,狐妖小红娘（DZMM）,4
50-创意库/素材库/账号素材/账号/猫妖/在前院用井水给自己降温的沈荔 (1).png,card,png,chara_card_v2,在前院用井水给自己降温的沈荔,夏日;邻家;小镇;泼辣;丰腴;凉茶;老宅;暧昧;同居;猫妖,@maoyaoyi 猫妖,1.0,3428,0,0,1035,0,0,在前院用井水降温的沈荔,2
50-创意库/素材库/账号素材/账号/猫妖/在男厕给自己写字被你发现的日菜玉子.png,card,png,chara_card_v2,在男厕给自己写字被你发现的日菜玉子,猫妖;男厕;公厕;男生公厕;写字;BDSM;SM;奴隶;主人;主仆;日菜玉子;捆绑;束缚;宠物;k9;抖M,@maoyaoyi ( 猫妖 ),1.0,1425,0,0,1242,0,0,在男厕给自己写字的日菜玉子被你发现了,2
50-创意库/素材库/账号素材/账号/猫妖/妖庭大学（学生版）.png,card,png,chara_card_v3,妖庭大学（学生版）,学园;超高自由度;学生;自由性行为;性课程;师生恋;情趣内衣;完全裸体;无需同意即可进行性行为;校园生活;{{user}}是学生;猫妖,@maoyaoyi,1.0,1105,0,0,526,0,0,,0
50-创意库/素材库/账号素材/账号/猫妖/恶魔护照 (2).png,card,png,chara_card_v3,恶魔护照,哆唻A梦;恶魔护照;开发世界;催眠;控制;NTL;现代;猫妖,猫妖 ( @maoyaoyi ),1.0,593,0,0,1656,0,0,恶魔护照（DZMM）,2
50-创意库/素材库/账号素材/账号/猫妖/星野文奈1.png,card,png,chara_card_v3,星野文奈,纯爱;抖m;抖M;BDSM;猫妖;星野文奈;纯爱;恐男症;社恐;男性主导,@maoyaoyi,1.0,1645,0,0,939,0,0,,0
50-创意库/素材库/账号素材/账号/猫妖/白羽千夜 (1).png,card,png,chara_card_v3,白羽千夜,ntr;猫妖;雌小鬼;便利店;BDSM;调教;杂鱼;白羽千夜;口嗨;毒舌;大叔,@maoyaoyi,1.0,916,0,0,699,0,0,,0
50-创意库/素材库/账号素材/账号/猫妖/神乐月姬.png,card,png,chara_card_v3,神乐月姬,雌小鬼;神乐月姬;猫妖;纯爱;饭盒;鞋子;足控;恋足;羞辱,@maoyaoyi,1.0,1249,0,0,1332,0,0,神乐月姬,1
50-创意库/终结的炽天使-三路线/06-发布/旧版-三路线/终结的炽天使-三路线-v1.0.0.json,card,json,chara_card_v2,终结的炽天使：柊筱娅,同人;二创;终结的炽天使;柊筱娅;帝鬼军;剧情;单角色,,1.0.0,802,76,198,394,204,115,终结的炽天使·世界书,7
50-创意库/终结的炽天使-三路线/06-发布/旧版-三路线/终结的炽天使-三路线-v1.0.0.png,card,png,chara_card_v2,终结的炽天使：柊筱娅,同人;二创;终结的炽天使;柊筱娅;帝鬼军;剧情;单角色,,1.0.0,802,76,198,394,204,115,终结的炽天使·世界书,7
50-创意库/终结的炽天使-三路线/06-发布/旧版-月鬼组的黄昏/终结的炽天使-月鬼组的黄昏-v1.0.0.json,card,json,chara_card_v2,终结的炽天使：月鬼组的黄昏,同人;二创;终结的炽天使;帝鬼军;月鬼组;群像;军旅;剧情;成年设定,猫妖,1.0.0,876,71,124,458,179,108,,0
50-创意库/终结的炽天使-三路线/06-发布/旧版-月鬼组的黄昏/终结的炽天使-月鬼组的黄昏-v1.0.0.png,card,png,chara_card_v2,终结的炽天使：月鬼组的黄昏,同人;二创;终结的炽天使;帝鬼军;月鬼组;群像;军旅;剧情;成年设定,猫妖,1.0.0,876,71,124,458,179,108,,0
50-创意库/终结的炽天使-三路线/06-发布/终结的炽天使-v1.0.0.json,card,json,chara_card_v2,终结的炽天使,同人;二创;终结的炽天使;帝鬼军;月鬼组;群像;军旅;剧情;成年设定,猫妖,1.0.0,876,71,124,458,179,108,,0
50-创意库/终结的炽天使-三路线/06-发布/终结的炽天使-v1.0.0.png,card,png,chara_card_v2,终结的炽天使,同人;二创;终结的炽天使;帝鬼军;月鬼组;群像;军旅;剧情;成年设定,猫妖,1.0.0,876,71,124,458,179,108,,0
50-创意库/终结的炽天使-封锁区行动/06-发布/终结的炽天使-封锁区行动-v1.0.0.json,card,json,chara_card_v2,终结的炽天使：封锁区行动,同人;二创;终结的炽天使;游戏;战术;回合制;小队;帝鬼军;成年设定,,1.0.0,1042,71,87,376,194,93,,0
50-创意库/终结的炽天使-封锁区行动/06-发布/终结的炽天使-封锁区行动-v1.0.0.png,card,png,chara_card_v2,终结的炽天使：封锁区行动,同人;二创;终结的炽天使;游戏;战术;回合制;小队;帝鬼军;成年设定,,1.0.0,1042,71,87,376,194,93,,0
ai绘画/源文件/词库数据库/DELIVERY_MANIFEST_v7_r162.json,unknown,json,,,,,,0,0,0,0,0,0,,0
package.json,card,json,,agent-foundry-vault,,,,46,0,0,0,0,0,,0
policies/permissions.json,unknown,json,,,,,,0,0,0,0,0,0,,0
policies/routes.json,unknown,json,,,,,,0,0,0,0,0,0,,0
raw/dzmm/276403-全女宗门大开后宫-2026-08-09.png,card,png,chara_card_v2,在全女宗门大开后宫，一边操逼一边修仙吧,,,,1202,0,0,187,0,0,绮罗仙宗,10
raw/dzmm/3236827-寄宿在扶她家庭-艾草-2026-08-09.png,card,png,chara_card_v2,寄宿在扶她家庭的我会不会天天艾草,扶她;扶他;futa;futanari;艾草;参赛;留学生;寄宿;妈妈;人妻;熟女;巨乳;辣妹;黑皮;黑长直;JK;学生妹;闷骚;反差;巨屌;母女;母女丼;3P;4P,鬼玖sama,,0,0,20,1477,0,0,扶她留学艾草寄宿,20
